,authors,author_ids,title,abstract,pub_year,journal,citations,eprint_url,pub_url,citedby_url,scilab_url,related_articles_url,scholarbib_url
555,"['C Ledford', 'M Tung', 'C Rock', 'T Horn']","['lFu5YbAAAAAJ', 'ZfJYpQgAAAAJ', '', 'iNcYtYIAAAAJ']",Real time monitoring of electron emissions during electron beam powder bed fusion for arbitrary geometries and toolpaths,"We used μCT data to non-destructively evaluate the internal porosity of the samples using a  Zeiss Xradia Versa 3D X-ray CT system with160 kV accelerating voltage at 10 W max power,  producing a voxel resolution of 14 μm. These data were used as the reference images for",2020,Additive Manufacturing,6,https://www.sciencedirect.com/science/article/am/pii/S2214860420307375,https://www.sciencedirect.com/science/article/pii/S2214860420307375,"/scholar?cites=17731726188894049457&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D550%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=sVSFpwW_E_YJ&ei=z4BtYe3vO4n2yAS2_IKgBw&json=","/scholar?q=related:sVSFpwW_E_YJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:sVSFpwW_E_YJ:scholar.google.com/&output=cite&scirp=555&hl=en
556,['SJ Semnani'],['xMp5YAoAAAAJ'],Modeling and Quantification of Anisotropy and Heterogeneity in Geomaterials,"Geomaterials such as soils and rocks are inherently anisotropic, heterogeneous,  sensitive to changes in temperature, and prone to strain localization, a common manifestation  of material instability that has been linked traditionally to failure of materials. Accurate of in of",2018,NA,0,,https://search.proquest.com/openview/dada6d1f7f7618a72b045aeeee832bd6/1?pq-origsite=gscholar&cbl=18750&diss=y,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D550%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=itxiIa8y8N0J&ei=z4BtYe3vO4n2yAS2_IKgBw&json=","/scholar?q=related:itxiIa8y8N0J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:itxiIa8y8N0J:scholar.google.com/&output=cite&scirp=556&hl=en
557,"['W Jones', 'J Rodriguez']","['', '']",Targeted deletion of fibrillin-1 in the mouse eye results in ectopia lentis and other ocular phenotypes associated with Marfan syndrome,"To visualize the disposition of the lens within the eye, enucleated globes were fixed using  a freeze substitution method (Sun et al., 2015) and then incubated in 1:4 dilution of Lugol's  iodine solution for 48 h, embedded in 2.0% agarose, and imaged using a Zeiss Xradia Versa",2019,Disease models & …,18,https://journals.biologists.com/dmm/article/12/1/dmm037283/3058,https://journals.biologists.com/dmm/article-abstract/12/1/dmm037283/3058,"/scholar?cites=4033862317814882476&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D550%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=rKAw3mco-zcJ&ei=z4BtYe3vO4n2yAS2_IKgBw&json=","/scholar?q=related:rKAw3mco-zcJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:rKAw3mco-zcJ:scholar.google.com/&output=cite&scirp=557&hl=en
558,['KM Molnar'],[''],Effect of Liquid Metal Embrittlement Cracks on Mechanical Behavior in Advanced High Strength Steel,"Liquid metal embrittlement (LME) is a serious and prevalent issue during resistance  spot welding with the new generation of galvanized advanced high strength steels. Extensive  studies focus on the elimination of LME cracking during the welding process; however, on",2020,NA,0,,https://search.proquest.com/openview/a458826e9cd7a3da1c0fadde6cf0c2cc/1?pq-origsite=gscholar&cbl=18750&diss=y,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D550%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=jIgfGGTMgVIJ&ei=z4BtYe3vO4n2yAS2_IKgBw&json=","/scholar?q=related:jIgfGGTMgVIJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:jIgfGGTMgVIJ:scholar.google.com/&output=cite&scirp=558&hl=en
559,"['E Ganju', 'M Kılıç', 'M Prezzi', 'R Salgado', 'N Parab']","['X7xkgw4AAAAJ', '', 'KCZhdjEAAAAJ', '-uAPHHgAAAAJ', 'zOoc1ggAAAAJ']","Effect of particle characteristics on the evolution of particle size, particle morphology, and fabric of sands loaded under uniaxial compression","This paper presents the results and analyses of uniaxial compression experiments  performed on three silica sands. The sands have comparable particle-size distributions, but  their particles differ in morphology and strength. Cylindrical samples of the three sands were -:",2021,Acta Geotechnica,0,,https://link.springer.com/article/10.1007/s11440-021-01309-3,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D550%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=qMOH7wiKwX8J&ei=z4BtYe3vO4n2yAS2_IKgBw&json=",,/scholar?q=info:qMOH7wiKwX8J:scholar.google.com/&output=cite&scirp=559&hl=en
560,['S Chen'],[''],Study of Electrical Treeing in Dielectrics with Inorganic Fillers,Electrical trees are degraded paths in polymeric insulation and are one mechanism of  electrical failure of high voltage insulation systems. High-quality insulation system is needed  to meet the increasing demand for electricity transmission and also to reduce energy loss,2019,NA,0,https://www.research.manchester.ac.uk/portal/files/139692623/FULL_TEXT.PDF,https://search.proquest.com/openview/7e5236f2cd190062bdb2b1f2634dd00b/1?pq-origsite=gscholar&cbl=2026366&diss=y,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D560%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=1HMpOMxv56YJ&ei=1oBtYYTPK8yR6rQPrvmsUA&json=","/scholar?q=related:1HMpOMxv56YJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:1HMpOMxv56YJ:scholar.google.com/&output=cite&scirp=560&hl=en
561,['JC Hart'],[''],A Characterization of Orofacial Phenotypes Resulting from the Tissue Specific Deletion of Pbx Genes within the Cranial Neural Crest Cell Population or the Cephalic …,"Affecting approximately 1-in-700 live births,“orofacial clefting” represents the most  common class of craniofacial birth defect. Although not a major cause of mortality, these  conditions pose significant problems for those affected, including necessary surgical interventions-",2018,NA,0,,https://search.proquest.com/openview/b199a4cef4b41e71b56215334e5ed02e/1?pq-origsite=gscholar&cbl=18750,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D560%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=bvpm4keinjUJ&ei=1oBtYYTPK8yR6rQPrvmsUA&json=","/scholar?q=related:bvpm4keinjUJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:bvpm4keinjUJ:scholar.google.com/&output=cite&scirp=561&hl=en
562,['I de Souza Bott'],[''],Departamento de Engenharia Química e de Materiais–PUC Rio,Figure 23 - Zeiss-XRadia Versa 510 [75]. .................................................... Figure 24 - (A)  Segmented volume of the metallic nub in 2D and 3D views and ( The Zeiss-XRadia Versa  510 equipment (Figure 23) was used and the selected process parameters of X-Ray micro-computed,2017,NA,0,https://www.maxwell.vrac.puc-rio.br/36323/36323.PDF,https://www.maxwell.vrac.puc-rio.br/36323/36323.PDF,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D560%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=JrYBkP5fJ5YJ&ei=1oBtYYTPK8yR6rQPrvmsUA&json=","/scholar?q=related:JrYBkP5fJ5YJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:JrYBkP5fJ5YJ:scholar.google.com/&output=cite&scirp=562&hl=en
563,['AMP Belila'],[''],Caracterização do sistema poroso de rochas carbonáticas utilizando ressonância magnética nuclear e microtomografia computadorizada de raios-x,"Resumo: Importantes reservatórios do intervalo sub-sal das bacias da margem continental  brasileira são compostos por carbonatos lacustres, depositados durante a abertura do oceano  Atlântico, no Cretáceo. A alta heterogeneidade geológica e complexidade do espaço a , a",2018,NA,0,http://repositorio.unicamp.br/bitstream/REPOSIP/335781/1/Belila_AlineMariaPocas_D.pdf,http://repositorio.unicamp.br/handle/REPOSIP/335781,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D560%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=xijTAGiK8n0J&ei=1oBtYYTPK8yR6rQPrvmsUA&json=","/scholar?q=related:xijTAGiK8n0J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:xijTAGiK8n0J:scholar.google.com/&output=cite&scirp=563&hl=en
564,['A Robbins'],[''],Mechanical Characterization of Additively Manufactured Inconel 625 and AlSi10Mg via High-Throughput Tensile Testing,"Computed tomography (CT) scans were conducted using a Zeiss Xradia Versa 520 with a  voxel resolution of 3 μm to discover if surface cracks were present in the material. Due to a  limited time frame, only one sample from the Sol HT and HIPed lots were imaged. The resulting",2019,NA,0,https://digitalrepository.unm.edu/cgi/viewcontent.cgi?article=1178&context=me_etds,https://digitalrepository.unm.edu/me_etds/177/,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D560%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=c9qH8TTOnRYJ&ei=1oBtYYTPK8yR6rQPrvmsUA&json=","/scholar?q=related:c9qH8TTOnRYJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:c9qH8TTOnRYJ:scholar.google.com/&output=cite&scirp=564&hl=en
565,['PE Caltagirone'],[''],"Improvements of Fiber Reinforced Thermoplastic Composite Bonds: Thick Joint Failure Model, Shape Memory Alloy Reinforcements, and in-situ X-Ray …","Fiber-reinforced polymer composites have continued to gain interest in the aerospace,  wind, construction, and recreational industries. The ability to customize the properties of  composites to fit a specific application, as well as their high strength-to-weight ratio make the",2021,NA,0,https://mountainscholar.org/bitstream/handle/11124/176428/Caltagirone_mines_0052E_12111.pdf?sequence=1,https://search.proquest.com/openview/096f1e8cb52f549cf0b6aa91464c9b2c/1?pq-origsite=gscholar&cbl=18750&diss=y,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D560%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=CtDYOQ5mHgYJ&ei=1oBtYYTPK8yR6rQPrvmsUA&json=",,/scholar?q=info:CtDYOQ5mHgYJ:scholar.google.com/&output=cite&scirp=565&hl=en
566,['ENS Silva'],[''],Caracterização do sistema poroso de reservatórios carbonáticos através de microtomografia de raios-X,"Resumo: Os reservatórios carbonáticos apresentam grande complexidade na avaliação  petrofísica devido à sua heterogeneidade, relacionada aos seus diferentes tipos de porosidade  e à maior influência dos processos diagenéticos. Para a caracterização destes , são os de ,",2019,NA,0,http://repositorio.unicamp.br/bitstream/REPOSIP/336072/1/Silva_ElisaNunesSantosDa_M.pdf,http://repositorio.unicamp.br/handle/REPOSIP/336072,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D560%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=ipo3T6_yiFYJ&ei=1oBtYYTPK8yR6rQPrvmsUA&json=",,/scholar?q=info:ipo3T6_yiFYJ:scholar.google.com/&output=cite&scirp=566&hl=en
567,['S Moorthy'],['6sthszAAAAAJ'],Modeling and characterization of mechanical properties in laser powder bed fusion additive manufactured Inconel 718,"For this research, CT scans were performed in a Zeiss Xradia Versa 520 that uses a tungsten  target and an adjustable accelerating voltage of 30–160 kV to generate divergent, white  beam Xrays. At an operating voltage of 160 kV and current of 62.5 μA (10 W), the spot size for",2018,NA,4,https://www.mines.edu/stebnerlab/wp-content/uploads/sites/233/2018/12/Master_Thesis_Senthamilaruvi-compressed.pdf,https://search.proquest.com/openview/f05a462843b9a95347b0f17433b48ed6/1?pq-origsite=gscholar&cbl=18750,"/scholar?cites=12041495411402016103&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D560%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=ZwUdMUf8G6cJ&ei=1oBtYYTPK8yR6rQPrvmsUA&json=","/scholar?q=related:ZwUdMUf8G6cJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:ZwUdMUf8G6cJ:scholar.google.com/&output=cite&scirp=567&hl=en
568,"['A Gabryelczyk', 'S Ivanov', 'A Bund', 'G Lota']","['', 'CnFzAFgAAAAJ', 'BOdWbgQAAAAJ', 'h4aom-gAAAAJ']",Corrosion of aluminium current collector in lithium-ion batteries: A review,"Calendar and cycle ageing affects the performance of the lithium-ion batteries from  the moment they are manufactured. An important process that occurs as a part of the ageing  is corrosion of the current collectors, especially prominent in the case of the aluminium for . , -",2021,Journal of Energy Storage,0,,https://www.sciencedirect.com/science/article/pii/S2352152X21009233,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D560%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=nw5dd5fOHWwJ&ei=1oBtYYTPK8yR6rQPrvmsUA&json=",,/scholar?q=info:nw5dd5fOHWwJ:scholar.google.com/&output=cite&scirp=568&hl=en
569,['H Aslannejad'],['tdLZU7EAAAAJ'],Imbibition into a thin porous medium: an experimental and pore-scale modeling study of coated paper,The pore space of the paper was imaged using a Zeiss Xradia Versa 520 micro tomography  scanner. The images had a voxel size (resolution) of 0.9 µm. The water movement between  the fibers of the paper was studied with a confocal laser scanning microscope (Nikon A1+,2019,NA,0,https://dspace.library.uu.nl/bitstream/handle/1874/374617/Aslannejad.pdf?sequence=1,https://dspace.library.uu.nl/handle/1874/374617,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D560%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=5KqKYDlcRGIJ&ei=1oBtYYTPK8yR6rQPrvmsUA&json=","/scholar?q=related:5KqKYDlcRGIJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:5KqKYDlcRGIJ:scholar.google.com/&output=cite&scirp=569&hl=en
570,"['HE Cid', 'G Carrasco-Núnez', 'VC Manea', 'S Vega']","['q2R6WKgAAAAJ', 'xbKHetUAAAAJ', 'zdksxC4AAAAJ', '8JNLefMAAAAJ']","The role of microporosity on the permeability of volcanic-hosted geothermal reservoirs: A case study from Los Humeros, Mexico","CT data were acquired for seven 3 mm diameter cylinders using a Carl Zeiss Xradia  Versa-510 X-ray μCT at LUMIR Lab (Centro de Geociencias, UNAM, Mexico) equipped with a  tungsten anode. X-ray source operating voltage was set to 50 kV with current of about 83 μA,",2021,Geothermics,1,https://www.researchgate.net/profile/Vlad-Constantin-Manea/publication/346655056_The_role_of_microporosity_on_the_permeability_of_volcanic-hosted_geothermal_reservoirs_A_case_study_from_Los_Humeros_Mexico/links/5fce47c4299bf188d4fdcfa3/The-role-of-microporosity-on-the-permeability-of-volcanic-hosted-geothermal-reservoirs-A-case-study-from-Los-Humeros-Mexico.pdf,https://www.sciencedirect.com/science/article/pii/S0375650520303126,"/scholar?cites=896315444183801929&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D570%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=SaBFySVacAwJ&ei=3YBtYYrlLIW4ygTHm5C4CA&json=","/scholar?q=related:SaBFySVacAwJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:SaBFySVacAwJ:scholar.google.com/&output=cite&scirp=570&hl=en
571,['E Schoberl'],[''],Advanced 3D Characterisation of Failure Mechanisms in Fibre-Reinforced Composites,"This thesis focuses on developing the understanding of fibre fracture processes in unidirectional  (UD) CarbonFibre Reinforced Polymers (CFRPs), by delineating aspects of the load shedding  phenomenon. In this context, Digital Volume Correlation (DVC) has been applied, in (-",2020,NA,0,https://eprints.soton.ac.uk/450205/1/Thesis_Erich_Schoberl_December_2020_1_.pdf,https://eprints.soton.ac.uk/450205/,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D570%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=wxZjBzlkx0QJ&ei=3YBtYYrlLIW4ygTHm5C4CA&json=",,/scholar?q=info:wxZjBzlkx0QJ:scholar.google.com/&output=cite&scirp=571&hl=en
572,['Y Wen'],[''],Cement Microstructure Evolution During the Hydration Process for Nuclear Waste Immobilisation,"[9] Figure 3.4 Spatial resolutions of different X-ray CTs with the sample size [9] In this  study, the cement sample is set up under ZEISS Xradia Versa 520 X-ray micro-tomography  resolution with the resolution of 3 microns in the Photo Science Institute of the University of",2018,NA,0,,https://search.proquest.com/openview/bbfa3b681046ffd161162a207bd365a1/1?pq-origsite=gscholar&cbl=2026366&diss=y,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D570%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=KQMA1syRP_8J&ei=3YBtYYrlLIW4ygTHm5C4CA&json=","/scholar?q=related:KQMA1syRP_8J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:KQMA1syRP_8J:scholar.google.com/&output=cite&scirp=572&hl=en
573,['T Ohiara'],[''],"Facies, Diagenesis and Pore Characterisation of The Lower Carboniferous Hodder Mudstone Formation, Bowland Basin, Uk",Scanning was carried out on I mm cube sample size using the Zeiss Xradia Versa XCT  system. The sample was prepared by extracting 1 mm slices of polished 1mm thick thin sections  using a wire saw. X-ray machine parameter was set to run at a voltage of 80kV and 7W power,2019,NA,0,https://www.research.manchester.ac.uk/portal/files/146385170/FULL_TEXT.PDF,https://search.proquest.com/openview/8b74f0970ca31e944fbff4a97106d10c/1?pq-origsite=gscholar&cbl=2026366&diss=y,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D570%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=I2ZVJbNRQo4J&ei=3YBtYYrlLIW4ygTHm5C4CA&json=","/scholar?q=related:I2ZVJbNRQo4J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:I2ZVJbNRQo4J:scholar.google.com/&output=cite&scirp=573&hl=en
574,['BM Anderson'],['a7USoIkAAAAJ'],THE EVOLUTION OF UNUSUAL SHELL MORPHOLOGIES IN FOSSIL AND LIVING TURRITELLIDAE (GASTROPODA),"Unusual morphologies are apparently novel forms or features, representing large increases  in disparity within a clade. Turritellid gastropods are a Jurassic-Recent group of marine snails,  with ~140 valid, named living species and ~800 valid fossil species. They are often the in ,",2018,NA,0,https://ecommons.cornell.edu/xmlui/bitstream/handle/1813/59723/Anderson_cornellgrad_0058F_11104.pdf?sequence=1,https://ecommons.cornell.edu/handle/1813/59723,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D570%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=hC7L2naEzoEJ&ei=3YBtYYrlLIW4ygTHm5C4CA&json=","/scholar?q=related:hC7L2naEzoEJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:hC7L2naEzoEJ:scholar.google.com/&output=cite&scirp=574&hl=en
575,['AP Sims'],[''],Investigating Effect of Clay Composition on Safety Function Performance in a Geological Disposal Facility (GDF),"A legacy of radioactive waste has accumulated since the late 1940s and safe  containment of long lived, highly radioactive waste is crucial for the future of nuclear power. A  geological disposal facility (GDF) is the preferred method for the safe disposal of radioactive ; a , ,",2019,NA,0,https://www.research.manchester.ac.uk/portal/files/86864747/FULL_TEXT.PDF,https://search.proquest.com/openview/e3b31f050e3380a776d3afc99e0e0795/1?pq-origsite=gscholar&cbl=2026366&diss=y,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D570%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=4-X1KyC34UsJ&ei=3YBtYYrlLIW4ygTHm5C4CA&json=",,/scholar?q=info:4-X1KyC34UsJ:scholar.google.com/&output=cite&scirp=575&hl=en
576,['CE Vail'],[''],Four Point Bend Testing of Shipboard Sensitized Aluminum-Magnesium Alloy to Characterize Effect of Surface Ultrasonic Shot Peening on Stress Corrosion …,X-ray CT Operating Parameters Micro computed X-ray tomography scans were obtained  using a ZEISS Xradia Versa 520 in collaboration with NRL. The system is shown in Figure 2.11.  The parameters used for both regular and high resolution scans are provided in Table 2.6.,2019,NA,0,https://search.proquest.com/openview/9627228d252c02ce2bc0c36a1852b28f/1?pq-origsite=gscholar&cbl=18750&diss=y,https://search.proquest.com/openview/9627228d252c02ce2bc0c36a1852b28f/1?pq-origsite=gscholar&cbl=18750&diss=y,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D570%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=SCQbqzdSy9gJ&ei=3YBtYYrlLIW4ygTHm5C4CA&json=","/scholar?q=related:SCQbqzdSy9gJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:SCQbqzdSy9gJ:scholar.google.com/&output=cite&scirp=576&hl=en
577,['JT MacFarlane'],[''],The Rock Physics of Cemented Volcanic Ash in Alkaline Hydrothermal Environments,"The interplay between faulting and fluid-mediated cementation processes in the Earth's  subsurface results in crustal rock properties that are non-static but instead vary both spatially  and temporally. In particular, the reaction between alkali-rich fluids and volcanic ash in ,",2021,NA,0,,https://search.proquest.com/openview/f6abe6682fd98d843f938adc996dbb2a/1?pq-origsite=gscholar&cbl=18750&diss=y,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D570%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=IeLSUZXQvnYJ&ei=3YBtYYrlLIW4ygTHm5C4CA&json=",,/scholar?q=info:IeLSUZXQvnYJ:scholar.google.com/&output=cite&scirp=577&hl=en
578,['LR Dantas'],[''],Ressonância magnética nuclear e anisotropia magnética aplicadas ao estudo da permo-porosidade em arenitos com bandas de deformação,"A distribuição de tamanho e conectividade dos poros em rochas reservatório permitem a  estimativa de reserva, produtividade e planejamento de produção de petróleo, através de  modelos petrofísicos confiáveis. Bandas de deformação, principalmente as cataclásticas, são e . (",NA,NA,0,https://www.teses.usp.br/teses/disponiveis/14/14132/tde-15062021-204706/publico/Dantas_corrigida.pdf,https://www.teses.usp.br/teses/disponiveis/14/14132/tde-15062021-204706/en.php,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D570%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=QjUp_gg8HVcJ&ei=3YBtYYrlLIW4ygTHm5C4CA&json=",,/scholar?q=info:QjUp_gg8HVcJ:scholar.google.com/&output=cite&scirp=578&hl=en
579,['P Johansson'],[''],On hydroxyapatite modified peek implants for bone applications,"People are living longer today than ever before, and the number of older adults will increase  exponentially over the next coming years. However, that does not necessarily mean that they  are living healthier. An aging population presents many opportunities but also challenges ,",2017,NA,1,http://ls00012.mah.se/bitstream/handle/2043/23867/978-91-7104-801-1_johansson_muep.pdf?sequence=2&isAllowed=y,http://ls00012.mah.se/handle/2043/23867,"/scholar?cites=3631651615786456635&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D570%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=O9bsOuc3ZjIJ&ei=3YBtYYrlLIW4ygTHm5C4CA&json=","/scholar?q=related:O9bsOuc3ZjIJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:O9bsOuc3ZjIJ:scholar.google.com/&output=cite&scirp=579&hl=en
